20/04/2017, 158.63 
21/04/2017, 155.54 
22/04/2017, 152.71 
23/04/2017, 150.59 
24/04/2017, 157.04 
25/04/2017, 153.87 
26/04/2017, 155.74 
27/04/2017, 153.87 
28/04/2017, 153.42 
29/04/2017, 149.46 
30/04/2017, 147.83 
01/05/2017, 141.50 
02/05/2017, 152.49 
03/05/2017, 150.83 
04/05/2017, 156.59 
05/05/2017, 156.15 
06/05/2017, 152.54 
07/05/2017, 147.64 
08/05/2017, 153.31 
09/05/2017, 149.59 
10/05/2017, 152.93 
11/05/2017, 154.49 
12/05/2017, 156.52 
13/05/2017, 153.97 
14/05/2017, 150.71 
15/05/2017, 153.61 
16/05/2017, 156.95 
17/05/2017, 151.76 
18/05/2017, 151.99 
19/05/2017, 153.63 
20/05/2017, 152.60 
21/05/2017, 149.21 
22/05/2017, 150.35 
23/05/2017, 153.48 
24/05/2017, 155.13 
25/05/2017, 156.00 
26/05/2017, 155.70 
27/05/2017, 151.13 
28/05/2017, 149.52 
29/05/2017, 151.35 
31/05/2017, 148.61 
01/06/2017, 150.44 
02/06/2017, 151.11 
03/06/2017, 150.45 
04/06/2017, 153.33 
05/06/2017, 152.23 
06/06/2017, 151.55 
07/06/2017, 148.22 
08/06/2017, 149.63 
09/06/2017, 149.02 
10/06/2017, 146.87 
11/06/2017, 141.90 
12/06/2017, 148.56 
13/06/2017, 151.81 
14/06/2017, 150.17 
15/06/2017, 150.72 
16/06/2017, 150.59 
17/06/2017, 152.89 
18/06/2017, 151.73 
19/06/2017, 147.52 
20/06/2017, 151.19 
21/06/2017, 150.35 
22/06/2017, 152.63 
23/06/2017, 152.39 
24/06/2017, 151.53 
25/06/2017, 145.18 
26/06/2017, 145.60 
27/06/2017, 149.25 
28/06/2017, 144.24 
29/06/2017, 144.14 
30/06/2017, 147.90 
01/07/2017, 142.12 
02/07/2017, 138.66 
03/07/2017, 146.66 
04/07/2017, 150.01 
05/07/2017, 150.74 
06/07/2017, 149.44 
07/07/2017, 150.75 
08/07/2017, 152.98 
09/07/2017, 150.75 
10/07/2017, 154.47 
11/07/2017, 152.85 
12/07/2017, 152.84 
13/07/2017, 152.25 
14/07/2017, 152.21 
15/07/2017, 149.86 
16/07/2017, 145.05 
17/07/2017, 152.05 
18/07/2017, 149.98 
19/07/2017, 148.41 
20/07/2017, 151.35 
21/07/2017, 153.10 
22/07/2017, 152.00 
23/07/2017, 143.07 
24/07/2017, 146.24 
25/07/2017, 152.48 
26/07/2017, 153.26 
27/07/2017, 151.19 
28/07/2017, 150.84 
29/07/2017, 153.01 
30/07/2017, 146.97 
31/07/2017, 152.76 
01/08/2017, 152.76 
02/08/2017, 151.10 
03/08/2017, 152.08 
04/08/2017, 152.64 
05/08/2017, 153.56 
06/08/2017, 148.50 
07/08/2017, 149.76 
08/08/2017, 154.00 
09/08/2017, 150.70 
10/08/2017, 151.36 
11/08/2017, 158.75 
12/08/2017, 153.69 
13/08/2017, 148.19 
14/08/2017, 152.13 
15/08/2017, 144.94 
16/08/2017, 157.30 
17/08/2017, 160.81 
18/08/2017, 160.67 
19/08/2017, 153.50 
20/08/2017, 145.57 
21/08/2017, 153.94 
22/08/2017, 154.90 
23/08/2017, 154.24 
24/08/2017, 154.94 
25/08/2017, 145.22 
26/08/2017, 152.38 
27/08/2017, 147.33 
28/08/2017, 150.33 
29/08/2017, 147.45 
30/08/2017, 151.07 
31/08/2017, 149.10 
01/09/2017, 144.64 
02/09/2017, 145.89 
03/09/2017, 141.81 
04/09/2017, 149.26 
05/09/2017, 151.72 
06/09/2017, 154.43 
07/09/2017, 155.37 
08/09/2017, 154.63 
09/09/2017, 156.22 
10/09/2017, 152.95 
11/09/2017, 156.31 
12/09/2017, 158.60 
13/09/2017, 157.91 
14/09/2017, 157.10 
15/09/2017, 156.59 
16/09/2017, 156.30 
17/09/2017, 144.40 
18/09/2017, 154.27 
19/09/2017, 154.22 
20/09/2017, 156.43 
21/09/2017, 158.53 
22/09/2017, 150.81 
23/09/2017, 153.44 
24/09/2017, 150.72 
25/09/2017, 157.11 
26/09/2017, 157.62 
27/09/2017, 156.07 
28/09/2017, 156.07 
29/09/2017, 147.20 
30/09/2017, 142.38 
01/10/2017, 144.14 
02/10/2017, 148.83 
03/10/2017, 156.06 
04/10/2017, 156.82 
05/10/2017, 157.60 
06/10/2017, 154.00 
07/10/2017, 155.34 
08/10/2017, 150.00 
09/10/2017, 155.69 
10/10/2017, 155.56 
11/10/2017, 155.78 
12/10/2017, 154.83 
13/10/2017, 155.45 
14/10/2017, 153.75 
15/10/2017, 148.12 
16/10/2017, 153.54 
17/10/2017, 155.08 
18/10/2017, 149.07 
19/10/2017, 138.75 
20/10/2017, 137.13 
21/10/2017, 138.42 
22/10/2017, 140.35 
23/10/2017, 148.56 
24/10/2017, 150.43 
25/10/2017, 150.58 
26/10/2017, 150.25 
27/10/2017, 150.06 
28/10/2017, 148.78 
29/10/2017, 143.26 
30/10/2017, 146.63 
31/10/2017, 147.59 
01/11/2017, 145.61 
02/11/2017, 147.56 
03/11/2017, 148.39 
04/11/2017, 147.07 
05/11/2017, 140.14 
06/11/2017, 146.79 
07/11/2017, 146.95 
08/11/2017, 148.46 
09/11/2017, 149.04 
10/11/2017, 148.27 
11/11/2017, 147.59 
12/11/2017, 140.01 
13/11/2017, 147.00 
14/11/2017, 148.08 
15/11/2017, 146.55 
16/11/2017, 148.02 
17/11/2017, 148.31 
18/11/2017, 146.77 
19/11/2017, 139.20 
20/11/2017, 147.53 
21/11/2017, 145.08 
22/11/2017, 144.55 
23/11/2017, 146.39 
24/11/2017, 147.35 
25/11/2017, 147.04 
